data_id,cocktail_img,cocktail_name,recipe,recipe_detail
11,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FT6EvujU9nWG8N54OwxqdlgqHbZEfD1lMwzOHJrnx%3Ft%3D1447392267000,아메리카노,알콜 도수 4도/제조법 스터링/글라스 온더락/주재료 캄파리 : 스위트베르뭇 = 40ml : 30ml/부재료 소다워터 = 30ml/장식 오렌지필,"/유래/1900년대초 이탈리아의 술임에도 칵테일을 즐기는 미국인을 칭찬한다는 의미에서 이름이 붙여졌다. 이탈리아어로 '쓰다'라는 의미의 'amaro'에서 파생되었다는 유래도 있다./만드는 법/1. 믹싱글라스에 얼음을 가득 채운다.2. 믹싱글라스에 캄파리, 스위트베르뭇, 소다워터를 넣는다.3. 바스푼으로 믹싱글라스 벽면을 따라 잘 저어준다.4. 준비된 글라스에 스트레이너로 얼음을 걸러 부어준다."
12,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FhEkzYTFxDI39v7hXcAvy3SupwRkJIuBKTJ43iBHj%3Ft%3D1447392267000,모히토,분류 롱드링크/알콜 도수 15도/제조법 빌딩/글라스 하이볼/주재료 럼 = 30ml/부재료 민트 : 설탕 : 생라임 : 소다수 = 12ea : 1tbsp : 1/2ea : 60ml/장식 민트잎,"/만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 럼, 민트, 설탕, 생라임, 소다수로 채워준다.3. 바스푼으로 잘 저어준다.4. 민트 장식을 한다."
13,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FH09voVEi6cIMgKuY5Fu6xmPkdhpQlHpl14WCP0kA%3Ft%3D1447392267000,스크루드라이버,분류 롱드링크/알콜 도수 12도/제조법 빌딩/글라스 하이볼/주재료 보드카 = 60ml/부재료 오렌지주스 = 90ml,"/유래/건축현장의 인부가 보드카와 오렌지를 넣고 드라이버로 섞은것이 유래가 되었지만, 한국전쟁 시 미군이 중국군의 가방에서 찾은 술이 독해 가지고있던 오렌지주스를 타먹던것이 전쟁 후 귀국한 후 보드카에 같은 방식으로 마셨다는 다른 유래도 있다./만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 보드카, 오렌지주스로 채워준다.3. 바스푼으로 잘 저어준다.4. 오렌지슬라이스 장식을 한다."
14,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FIR1HccOGY4z27HWFnLCgWzvgsOAOmNoYmvmojt4S%3Ft%3D1447392267000,롱아일랜드아이스티,분류 롱드링크/알콜 도수 23도/제조법 빌딩/글라스 하이볼/주재료 보드카 : 럼 : 진 : 화이트큐라소 = 15ml : 15ml : 15ml : 15ml/부재료 스위트앤사워믹스 : 콜라 = 30ml : fill/장식 레몬슬라이스,"/만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 보드카, 럼, 진, 화이트큐라소, 스위트앤사워믹스, 콜라로 채워준다.3. 바스푼으로 잘 저어준다."
15,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FHgjmSOHeqPRsaAkg9c7BJChJ4Kc1hcq9kQGvdJEX%3Ft%3D1447392267000,마가리타,알콜 도수 20도/제조법 쉐이킹/글라스 칵테일/주재료 데킬라 : 화이트큐라소 = 30ml : 15ml/부재료 라임주스 = 7ml/장식 소금,"/유래/1949년에 개최된 전미 칵테일 콘테스트 입선작으로 존 듀레서가 고안한 칵테일이다. 불행하게 죽은 그의 연인 ‘마르가리타’의 이름을 붙여 출품 하였다고 한다. 트리플 섹을 블루 큐라소로 변화 시키면 블루 마가리타라는 이름의 칵테일이 된다. 칵테일 글라스에 레몬이나 라임으로 가장자리를 적신 후 소금을 묻혀 스노우 스타일로 장식해 둔다./만드는 법/1. 얼음을 채운 쉐이커에 테킬라, 화이트큐라소, 라임주스를 넣어준다.2. 15회정도 쉐이킹한 후 준비된 글라스에 따른다."
16,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FgZBLIQ4WsKNvxd1PaHVA7OWfLzT12sCrUYsfPe0a%3Ft%3D1447392267000,힐링,알콜 도수 23도/제조법 쉐이킹/글라스 칵테일/주재료 감홍로 : 베네딕틴 : 카시스리큐르 = 45ml : 10ml : 10ml/부재료 스위트앤사워믹스 = 30ml/장식 레몬필,"/유래/힐링(Healing)이란 진피 등 몸에 좋은 8가지 한약재를 침출 · 숙성시켜 만든 감홍로에 하루의 피로를 푸는 데 안성맞춤인 베네딕틴을 사용해서 만든 우리 술 칵테일이다. 스트레스로 몸과 마음이 지쳐가는 현대인에게 한 잔의 힐링으로 마음을 치유해 보자는 의미이다./만드는 법/1. 얼음을 채운 쉐이커에 감홍로, 베네딕틴, 카시스리큐르, 스위트앤사워믹스를 넣어준다.2. 15회정도 쉐이킹한 후 준비된 글라스에 따른다."
17,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FudaqYXQQnyQAQXiThqIhMtQFXdW8zvJNAP9aeeBB%3Ft%3D1447392267000,블루하와이,분류 롱드링크/알콜 도수 28도/제조법 쉐이킹/글라스 하이볼/주재료 보드카 : 블루큐라소 = 30ml : 30ml/부재료 스위트앤사워믹스 : 파인애플주스 = 30ml : 60ml,"/만드는 법/1. 얼음을 채운 쉐이커에 보드카, 블루큐라소, 스위트앤사워믹스, 파인애플주스를 넣어준다.2. 15회정도 쉐이킹한 후 준비된 글라스에 따른다.3. 레몬 장식을 한다."
18,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FJEgHKhsi2em8vQAxbZDnfsMrX17QYGpGkp54jhmo%3Ft%3D1447392267000,미모사,"분류 롱드링크, 식후칵테일/알콜 도수 10도/제조법 빌딩/글라스 하이볼/주재료 샴페인 = 60ml/부재료 오렌지주스 = 60ml","/만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 샴페인, 오렌지주스로 채워준다.3. 바스푼으로 잘 저어준다.4. 민트줄기, 라임슬라이스 장식을 한다."
19,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FDztkzaQvYftBHBaqfwofAKMw3Rq6eqZjp8gNDClM%3Ft%3D1447392267000,싱가포르슬링,"분류 롱드링크/알콜 도수 21도/제조법 쉐이킹/글라스 하이볼/주재료 진 : 체리브랜디 : 베네딕틴 : 코인트루 = 45ml : 30ml : 15ml : 10ml/부재료 파인애플주스 : 라임주스 : 그레나딘시럽 = 60ml : 15ml : 15ml/장식 오렌지, 체리","/유래/1819년 Thomas Stamford Rffles경이 싱가폴에 이주해서 만든 Raffles Hotel의 Long바에 MrNgiam Tong Boon이라는 바텐더가 만든 칵테일이다. 전세계적으로 싱가폴 슬링 열풍을 만들었다./만드는 법/1. 얼음을 채운 쉐이커에 진, 체리브랜디, 베네딕틴, 코인트루, 파인애플주스, 라임주스, 그레나딘시럽을 넣어준다.2. 15회정도 쉐이킹한 후 준비된 글라스에 따른다."
20,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2F59ayFhDkbmakK75IjuYfRU2RE25LKgyI3BauIBxF%3Ft%3D1447392267000,고진감래주,분류 롱드링크/알콜 도수 8도/제조법 빌딩/글라스 하이볼/주재료 소주 : 맥주 = 45ml : fill/부재료 콜라 = 45ml,"/만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 소주, 맥주, 콜라로 채워준다.3. 바스푼으로 잘 저어준다."
21,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FByxPwKZDX2ms9MDSV1O5dckjUz07Od56nqLyGpwF%3Ft%3D1447392267000,콘티넨탈,"알콜 도수 20도/제조법 쉐이킹/글라스 칵테일/주재료 럼 : 민트리큐르 = 45ml : 45ml/부재료 라임주스 : 설탕 = 10ml : 2tsp/장식 라임슬라이스, 민트","/만드는 법/1. 얼음을 채운 쉐이커에 럼, 민트리큐르, 라임주스, 설탕을 넣어준다.2. 15회정도 쉐이킹한 후 준비된 글라스에 따른다."
22,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FGZk99FQTxaVCfcUL7LumvA1c9ajzA9RqQoFdaFV9%3Ft%3D1447392267000,위스키사워,"알콜 도수 26도/제조법 쉐이킹/글라스 칵테일/주재료 스카치위스키 : 앙고스트라비터 = 60ml : 1dash/부재료 레몬주스 : 계란흰자 : 설탕파우더 = 30ml : 1ea : 2tsp/장식 레몬필, 체리","/만드는 법/1. 얼음을 채운 쉐이커에 스카치위스키, 앙고스트라비터, 레몬주스, 계란흰자, 설탕파우더를 넣어준다.2. 15회정도 쉐이킹한 후 준비된 글라스에 따른다."
23,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FlT4xvGZoqUsbDKlUa4itIl3e6S5IY4k2QUNLyXtl%3Ft%3D1447392267000,올드패션드,"알콜 도수 20도/제조법 빌딩/글라스 온더락/주재료 라이위스키 : 앙고스트라비터 = 60ml : 2ml/부재료 큐브설탕 = 1ml/장식 오렌지필, 체리","/유래/1880년대 미국 켄터키주 Louisville,Kentucky에 있는 Pendennis Club에서 이 곳에 모인 경마 팬들을 위하여 만든 칵테일이다./만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 라이위스키, 앙고스트라비터, 큐브설탕, 미네랄워터로 채워준다.3. 바스푼으로 잘 저어준다."
24,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2Fg2MrEURGKk9ZDXTINsM2WnHmZFX5n6eMePbBnBCO%3Ft%3D1447392267000,아이리시카봄,"분류 롱드링크, 식후칵테일/알콜 도수 12도/제조법 빌딩/글라스 콜린스/주재료 아이리쉬위스키 : 베일리스 : 아이리쉬스타우트 = 40ml : 40ml : 420ml","/만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 아이리쉬위스키, 베일리스, 아이리쉬스타우트로 채워준다.3. 바스푼으로 잘 저어준다."
25,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FalJkGJJ4gAVHnwEWUejnwdNyRZA7qxovIjCL4oUG%3Ft%3D1447392267000,밀리언달러,알콜 도수 10도/제조법 쉐이킹/글라스 칵테일/주재료 진 : 스위트베르뭇 = 45ml : 22ml/부재료 파인애플주스 : 그레나딘시럽 : 계란흰자 = 2tsp : 1tsp : 1ea,"/만드는 법/1. 얼음을 채운 쉐이커에 진, 스위트베르뭇, 파인애플주스, 그레나딘시럽, 계란흰자를 넣어준다.2. 15회정도 쉐이킹한 후 준비된 글라스에 따른다.3. 레몬필 장식을 한다."
26,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FGjE0xKSGc4AbVlTUmXJzlFN0k52bcytBKDNLPMuT%3Ft%3D1447392267000,미도리사워,"분류 롱드링크, 식후칵테일/알콜 도수 7도/제조법 빌딩/글라스 하이볼/주재료 미도리 = 30ml/부재료 스위트앤사워믹스 : 스프라이트 = 30ml : 60ml/장식 체리","/만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 미도리, 스위트앤사워믹스, 스프라이트로 채워준다.3. 바스푼으로 잘 저어준다."
27,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2Fv20uifpQsRn9qlwuKUz4PscSElaW0Kdz9B4W5y99%3Ft%3D1447392267000,에스프레소마티니,알콜 도수 17도/제조법 쉐이킹/글라스 칵테일/주재료 보드카 = 45ml/부재료 에스프레소 : 심플시럽 = 1shot : 5ml/장식 커피빈,"/만드는 법/1. 얼음을 채운 쉐이커에 보드카, 에스프레소, 심플시럽을 넣어준다.2. 15회정도 쉐이킹한 후 준비된 글라스에 따른다."
28,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2Fid4VYHSvS7gBx8IOthaxCoFb0FUpDpOiAk1w55lU%3Ft%3D1447392267000,디사론노아이스티,분류 롱드링크/알콜 도수 19도/제조법 쉐이킹/글라스 콜린스/주재료 보드카 : 화이트럼 : 진 : 아마레또 = 15ml : 15ml : 15ml : 15ml/부재료 스위트앤사워믹스 : 콜라 = 60ml : Fill/장식 레몬웨지,"/만드는 법/1. 얼음을 채운 쉐이커에 보드카, 화이트럼, 진, 아마레또, 스위트앤사워믹스, 콜라를 넣어준다.2. 15회정도 쉐이킹한 후 준비된 글라스에 따른다."
29,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FGS4L7tYNx1SSu8jXJWs3OrFQHyujMxcqvTM41WYX%3Ft%3D1447392267000,어웨이크닝,알콜 도수 22도/제조법 빌딩/글라스 온더락/주재료 압상트 : 커피리큐르 : 베일리스 = 30ml : 30ml : 30ml,"/만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 압상트, 커피리큐르, 베일리스로 채워준다.3. 바스푼으로 잘 저어준다.4. 라임 장식을 한다."
30,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2F0MrBOcJr08uuwETbsroIMHcxTtNtxUrmiXYjQLPE%3Ft%3D1447392267000,화이트러시안,알콜 도수 27도/제조법 빌딩/글라스 온더락/주재료 보드카 : 깔루아 = 50ml : 20ml/부재료 우유 = 30ml,"/만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 보드카, 깔루아, 우유로 채워준다.3. 바스푼으로 잘 저어준다."
31,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FRvPUHyRcgFBJV3B3rKIfPA7JeGlfxo2ICBJcD7Ex%3Ft%3D1447392267000,에거봄,분류 쇼트드링크/알콜 도수 15도/제조법 빌딩/글라스 샷/주재료 예거마이스터 = 30ml/부재료 에너지드링크 = fill,"/만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 예거마이스터, 에너지드링크로 채워준다.3. 바스푼으로 잘 저어준다."
32,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2F0BTFQyQTxl5PcOwNp72MmHyWzC8eYjJZPnyNye5l%3Ft%3D1447392267000,아이리시커피,알콜 도수 28도/제조법 빌딩/글라스 아이리쉬커피/주재료 아이리쉬위스키 : 생크림 = 45ml : 45ml/부재료 아메리카노 = 60ml/장식 시나몬스틱,"/만드는 법/1. 글라스에 아이리쉬위스키, 아이리쉬크림, 아메리카노로 채워준다.2. 바스푼으로 잘 저어준다.3. 생크림을 얹어준다."
33,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FJxm5R08TBcN1gf7e217B31zIbWmv6ImbhSpjiFEa%3Ft%3D1447392267000,버진하이볼,"분류 롱드링크/알콜 도수 0도/제조법 빌딩/글라스 하이볼/부재료 패션프루트주스 : 파인애플주스 : 오렌지주스 : 레몬주스 : 탄산수 = 60ml : 30ml : 30ml : 22ml : fill/장식 파인애플웨지, 오렌지","/만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 패션프루트주스, 파인애플주스, 오렌지주스, 레몬주스, 탄산수로  채워준다.3. 바스푼으로 잘 저어준다."
34,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FWC6HnVwIE6iGFEi2DE2wCW0kNtueMxRI4zgBnqCg%3Ft%3D1447392267000,바하마마마,분류 롱드링크/알콜 도수 9도/제조법 빌딩/글라스 하이볼/주재료 다크럼 : 151럼 : 커피리큐르 : 코코넛리큐르 = 15ml : 7ml : 7ml : 15ml/부재료 레몬주스 : 파인애플주스 = 10ml : 120ml/장식 체리,"/만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 다크럼, 151럼, 커피리큐르, 코코넛리큐르, 레몬주스, 파인애플주스로 채워준다.3. 바스푼으로 잘 저어준다.4. 레몬슬라이스, 체리 장식을 한다."
35,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FV7CG8zQjwXnV17WmGFsmgkih5pYu9j1A5TNr7Sbn%3Ft%3D1478838241000,몽키샤인,알콜 도수 21도/제조법 쉐이킹/글라스 칵테일/주재료 럼 : 말리부 = 60ml : 30ml/부재료 파인애플주스 = 30ml/장식 민트,"/만드는 법/1. 얼음을 채운 쉐이커에 럼, 말리부, 파인애플주스를 넣어준다.2. 15회정도 쉐이킹한 후 준비된 글라스에 따른다."
36,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FY9irdfE20hmiGIcLvJfZrabMGjbBuE7zKNrUZZDy%3Ft%3D1447392267000,드라이마티니,알콜 도수 10도/제조법 스터링/글라스 칵테일/주재료 진 : 드라이베르뭇 = 52ml : 10ml/장식 올리브,"/만드는 법/1. 믹싱글라스에 얼음을 가득 채운다.2. 믹싱글라스에 진, 드라이베르뭇을  넣는다.3. 바스푼으로 믹싱글라스 벽면을 따라 잘 저어준다.4. 준비된 글라스에 스트레이너로 얼음을 걸러 부어준다."
37,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FuxgC7R8hbQDGQRgEoCZyKapBy4XCWCSsRB1zIezW%3Ft%3D1447392267000,데킬라선라이즈,"분류 롱드링크, 식후칵테일/알콜 도수 12도/제조법 빌딩/글라스 하이볼/주재료 데킬라 = 30ml/부재료 오렌지주스 : 그레나딘시럽 = fill : 2dash/장식 오렌지필","/유래/테킬라의 고향인 멕시코의 ‘일출’을 형상화해서 만든 롱 드링크 칵테일이다. 비슷한 칵테일로 쇼트드링크인 선 라이즈가 있다. 오렌지 주스와 그레나딘 시럽이 만들어내는 색이 인상적인 일출을 표현하고 있다. 붉은색에서 오렌지색으로 그라데이션되는 비밀은 그레나딘 시럽에 있다 테킬라와 오렌지 주스 사이에 천천히 그레나딘 시럽을 부으면 질량이 큰 시럽이 아래쪽에 쌓이면서 절묘한 색 배합을 만들어내게 된다./만드는 법/1. 준비된 글라스에 얼음을 가득 채운다.2. 글라스에 테킬라, 오렌지주스, 그레나딘시럽으로 채워준다.3. 바스푼으로 잘 저어준다.4. 오렌지 장식을 한다."
38,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FVJYoaeQoLswrGlDEmVblWBpiTRPFoGmhgB4N29rx%3Ft%3D1447392267000,다이키리,알콜 도수 24도/제조법 쉐이킹/글라스 칵테일/주재료 화이트럼 = 45ml/부재료 라임주스 : 설탕 = 30ml : 1tsp,"/유래/다이키리는 쿠바 산티아고 해변 근처의 광산이름이다. 1905년 광산에서 근무하던 미국인 기술자 콕스(Jennings Cox)가 쿠바산 럼주에 라임 주스와 설탕을 넣고 만들어 마신 것이 시초이다./만드는 법/1. 얼음을 채운 쉐이커에 화이트럼, 라임주스, 설탕을 넣어준다.2. 15회정도 쉐이킹한 후 준비된 글라스에 따른다.3. 올리브 장식을 한다."
39,https://t1.daumcdn.net/thumb/R0x300/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fencyclop%2Fm66%2FPhheNvMH8Lvkzlv7pgs1y3eQUOPVqMTASS3mHUAd%3Ft%3D1447392267000,블루코스모폴리탄,알콜 도수 25도/제조법 스터링/글라스 칵테일/주재료 시트러스보드카 : 블루큐라소 = 60ml : 30ml/부재료 화이트자몽주스 : 심플시럽 = 15ml : 15ml,"/만드는 법/1. 믹싱글라스에 얼음을 가득 채운다.2. 믹싱글라스에 시트러스보드카, 블루큐라소, 화이트자몽주스, 심플시럽을 넣는다.3. 바스푼으로 믹싱글라스 벽면을 따라 잘 저어준다.4. 준비된 글라스에 스트레이너로 얼음을 걸러 부어준다."
